Client County,Clients Served,Clients Served %,Average Age of Clients Served,Adolescents Clients Served ,Adolescents Clients Served %,Male Clients Served ,Male Clients Served %,Latino Clients Served ,Latino Clients Served %,White Clients Served , White Clients Served %,African American Clients Served , African American Black Clients Served %,Asian/Pacific Islander Clients served,Asian/Pacific Islander Clients Served %,Other (Including Native American) Clients Served ,Other (Including Native American) Clients Served %,Spanish Speaking Clients Served ,Spanish Speaking Clients Served %,English Speaking Clients Served ,English Speaking Clients Served %,Other Language ,Other Language  %,Total Revenues,Estimated Population,Revenues Per Capita,# of Birth,Population,Birth Rate,Federal Information Processing Standard (FIPS) Code,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2008-12","High school diploma only, 2008-12","Some college or associate's degree, 2008-12","Bachelor's degree or higher, 2008-12","Percent of adults with less than a high school diploma, 2008-12","Percent of adults with a high school diploma only, 2008-12","Percent of adults completing some college or associate's degree, 2008-12","Percent of adults with a bachelor's degree or higher, 2008-12","Less than a high school diploma, 2017-21","High school diploma only, 2017-21","Some college or associate's degree, 2017-21","Bachelor's degree or higher, 2017-21","Percent of adults with less than a high school diploma, 2017-21","Percent of adults with a high school diploma only, 2017-21","Percent of adults completing some college or associate's degree, 2017-21","Percent of adults with a bachelor's degree or higher, 2017-21",Revenue Score,Education Level Score,Education Level,SES Score,SES Level
San Diego,66273.46666666667,7.576666666666666,27.133333333333333,9883.333333333332,14.307999999999998,8315.8,12.174666666666667,35098.46666666667,53.012,17865.466666666667,26.862666666666666,4263.733333333333,6.472666666666667,5732.266666666666,8.637333333333334,3313.5333333333338,5.012666666666666,14706.133333333331,22.050666666666665,49969.26666666667,75.53533333333334,1598.0666666666666,2.414,5266885796.6,3327458.4,1583.6,38969.0,3315410.2,0.01176,6073.0,1.0,1.0,1.0,1.0,239165.0,240208.0,113732.0,96174.0,34.7,34.8,16.5,14.0,236104.0,355635.0,257648.0,223845.0,22.0,33.1,24.0,20.9,281660.0,354882.0,527450.0,394090.0,18.1,22.8,33.9,25.3,308849.0,352040.0,588927.0,523511.0,17.4,19.9,33.2,29.5,293575.0,382108.0,643350.0,691991.0,14.59828425717445,19.00066831624088,31.991164700172654,34.40988272641201,263063.0,409660.0,672143.0,906455.0,11.68482859618864,18.19642778617532,29.855493730125556,40.26324988751049,0.0,29.86971649089579,1.0,1.0,0.0
San Francisco,12907.066666666668,1.4406666666666665,25.613333333333333,2395.133333333333,17.778666666666666,1345.6666666666665,9.628666666666666,4958.333333333334,39.00266666666666,2979.0666666666666,22.435333333333332,1208.2,9.436666666666667,2876.866666666667,22.238,884.6,6.8966666666666665,2522.333333333333,19.724,9479.866666666667,73.34533333333334,904.8666666666668,6.9286666666666665,,,,8300.6,864917.4,0.009600000000000001,6075.0,1.0,1.0,1.0,1.0,175382.0,134770.0,72024.0,76655.0,38.2,29.4,15.7,16.7,124793.0,120456.0,98829.0,135263.0,26.0,25.1,20.6,28.2,117834.0,97583.0,132763.0,187835.0,22.0,18.2,24.8,35.0,112065.0,82618.0,133130.0,267992.0,18.8,13.9,22.3,45.0,88023.0,85628.0,126422.0,324706.0,14.08866175079508,13.705326203345498,20.23467498107331,51.97133706478611,77300.0,78359.0,123258.0,410052.0,11.21966300370554,11.37337093541219,17.89020986430449,59.51675619657779,1.0,32.570405925375454,2.0,3.0,2.0
San Joaquin,10802.133333333333,1.236,27.84666666666667,1682.0,14.574666666666667,1436.1333333333334,12.676,7083.666666666667,65.78266666666667,1515.2,13.813999999999998,946.1333333333334,8.820666666666666,910.8,8.364666666666666,346.33333333333337,3.228,3798.2666666666673,35.178666666666665,6837.4,63.32866666666666,166.46666666666667,1.4986666666666666,1773264778.2,766400.2,2310.0,9865.8,767165.6,0.012879999999999999,6077.0,2.0,2.0,2.0,2.0,79981.0,45996.0,19622.0,12612.0,50.6,29.1,12.4,8.0,75394.0,64952.0,38215.0,23256.0,37.4,32.2,18.9,11.5,90830.0,74007.0,86517.0,38179.0,31.4,25.6,29.9,13.2,95953.0,84162.0,104989.0,48468.0,28.8,25.2,31.5,14.5,96387.0,106206.0,137859.0,74205.0,23.24499526114355,25.61297650829481,33.24651458916647,17.89551364139518,96216.0,140468.0,156626.0,95083.0,19.70052805834646,28.76126398208,32.06966520814181,19.46854275143174,1.0,25.130622265265885,1.0,2.0,1.0
San Luis Obispo,8651.533333333335,1.0033333333333334,24.433333333333334,2138.0666666666666,23.163999999999998,1722.4666666666667,18.942,3015.733333333333,34.92933333333333,4822.533333333334,55.64866666666667,138.73333333333332,1.598,430.0,4.989333333333333,244.53333333333336,2.8280000000000003,1266.1333333333334,14.624666666666666,7312.466666666667,84.54133333333334,72.93333333333334,0.8406666666666667,688822764.0,279512.8,2464.8,2452.4,282199.2,0.0087,6079.0,3.0,2.0,2.0,2.0,23256.0,18246.0,9888.0,6437.0,40.2,31.6,17.1,11.1,21459.0,30880.0,22631.0,17561.0,23.2,33.4,24.5,19.0,23156.0,34099.0,49848.0,31883.0,16.7,24.5,35.9,22.9,22964.0,34728.0,58997.0,42507.0,14.4,21.8,37.1,26.7,18767.0,37815.0,65752.0,56337.0,10.50366315742342,21.1645986198096,36.80059998544812,31.531138237318874,15354.0,37215.0,67834.0,69920.0,8.067338156712536,19.55360098359105,35.64151468818797,36.73754617150843,1.0,30.10492688744922,1.0,2.0,1.0
San Mateo,8603.2,0.994,26.919999999999998,1509.9333333333334,16.291333333333334,730.2,8.022666666666666,5104.0,59.45399999999999,1238.5333333333333,14.272666666666666,274.2,3.2,1406.4,16.28933333333333,580.0666666666666,6.8,3169.4,36.912,4912.533333333334,56.928,521.2666666666667,6.165333333333334,2165584654.6,768736.6,2819.2,8081.6,761101.2,0.010620000000000001,6081.0,1.0,1.0,1.0,1.0,90291.0,112366.0,59725.0,54276.0,28.5,35.5,18.9,17.1,69840.0,119239.0,93507.0,96491.0,18.4,31.5,24.7,25.5,71343.0,95754.0,141125.0,140631.0,15.9,21.3,31.4,31.3,72164.0,85569.0,141275.0,191277.0,14.7,17.5,28.8,39.0,59154.0,86259.0,138614.0,222359.0,11.68160257195104,17.03423870328169,27.37318962214595,43.91096910262132,50652.0,82159.0,129495.0,289401.0,9.180960183575703,14.891781325957442,23.47169783961414,52.45556065085272,1.0,31.920185895774388,2.0,3.0,2.0
Santa Barbara,12924.133333333333,1.4813333333333332,27.393333333333334,1722.8,12.361333333333333,1394.0,10.127333333333334,9298.8,72.21666666666667,2594.8,19.82933333333333,210.2,1.6266666666666665,474.8,3.661333333333333,345.53333333333336,2.668,6148.0,47.80533333333334,6391.2,49.19,384.93333333333334,2.998,1060517259.0,450845.4,2354.2,5425.8,444747.4,0.012199999999999999,6083.0,2.0,2.0,2.0,2.0,39195.0,46726.0,26139.0,24419.0,28.7,34.2,19.2,17.9,36823.0,53305.0,42896.0,43428.0,20.9,30.2,24.3,24.6,46156.0,48821.0,74745.0,61625.0,20.0,21.1,32.3,26.6,51220.0,46941.0,75972.0,72596.0,20.8,19.0,30.8,29.4,53170.0,46546.0,79193.0,82430.0,20.34522210615331,17.81058318888493,30.3027868018168,31.54140790314496,50274.0,47957.0,82013.0,97636.0,18.09198215056859,17.25816899381028,29.51381891463941,35.13602994098171,1.0,28.169389664603422,1.0,2.0,1.0
Santa Clara,24189.2,2.7373333333333334,27.28666666666667,4260.133333333333,16.621333333333332,3217.4,12.679333333333334,16309.466666666669,67.62133333333334,2797.9333333333334,11.395333333333333,773.3333333333333,3.194,3424.6,14.106666666666666,883.8666666666666,3.688666666666667,9763.466666666667,40.30466666666667,13851.8,57.35066666666667,573.9333333333333,2.3473333333333333,6690163854.2,1943745.2,3444.2,20626.6,1922029.4,0.010719999999999999,6085.0,1.0,1.0,1.0,1.0,168911.0,172084.0,97306.0,106037.0,31.0,31.6,17.9,19.5,154450.0,217564.0,182887.0,198702.0,20.5,28.9,24.3,26.4,175123.0,183546.0,298572.0,317542.0,18.0,18.8,30.6,32.6,184800.0,176926.0,300793.0,450539.0,16.6,15.9,27.0,40.5,162067.0,188647.0,297176.0,552652.0,13.499486065460427,15.713486075455922,24.75348634200219,46.03354151708145,145904.0,184860.0,284658.0,733950.0,10.81273362719843,13.69970623371464,21.09559113424615,54.39196900484077,1.0,31.906679551672926,2.0,3.0,2.0
Santa Cruz,5954.4,0.6653333333333333,27.68,973.2666666666668,15.252666666666666,747.3333333333333,12.038,3984.666666666667,67.53133333333332,1479.8666666666666,24.306,67.13333333333334,1.1380000000000001,231.9333333333333,3.8200000000000003,190.8,3.2046666666666668,2493.4666666666667,65.88066666666666,3390.2,56.87533333333333,70.73333333333333,1.1780000000000002,675640589.2,273224.8,2478.2,2382.8,270370.4,0.00882,6087.0,2.0,2.0,2.0,2.0,26802.0,23113.0,13082.0,9603.0,36.9,31.8,18.0,13.2,25943.0,33368.0,30076.0,27419.0,22.2,28.6,25.7,23.5,26825.0,28183.0,48978.0,43978.0,18.1,19.0,33.1,29.7,27684.0,27327.0,53588.0,56400.0,16.8,16.6,32.5,34.2,25610.0,26987.0,53204.0,63556.0,15.12190225381886,15.934977591714539,31.415294319101072,37.52782583536553,21102.0,28627.0,54858.0,75398.0,11.7243103591966,15.905214323415839,30.47920660055005,41.89126871683752,1.0,30.253743367502853,1.0,2.0,1.0
Shasta,3097.666666666667,0.3453333333333333,25.133333333333333,706.0,21.095333333333333,342.93333333333334,10.545333333333334,445.0,14.534,2222.133333333333,71.48866666666666,85.72,2.8644,148.66666666666669,4.825333333333333,196.26666666666668,6.311333333333333,138.0,4.452,2923.733333333333,94.402,35.93333333333333,1.1526666666666667,379457974.0,179142.8,2116.8,1900.6,180692.6,0.01052,6089.0,3.0,2.0,3.0,2.0,17506.0,14513.0,6867.0,3665.0,41.1,34.1,16.1,8.6,16968.0,27844.0,16125.0,8630.0,24.4,40.0,23.2,12.4,20504.0,27971.0,33374.0,12995.0,21.6,29.5,35.2,13.7,17952.0,29658.0,41854.0,17808.0,16.7,27.6,39.0,16.6,14459.0,31651.0,52223.0,23465.0,11.87129509515756,25.986469400154355,42.87673032397905,19.26550518070904,11492.0,33218.0,54858.0,29041.0,8.935611038107753,25.82867450955998,42.65486863283285,22.58084581949941,1.0,27.888094923372385,1.0,2.0,1.0
Sierra,35.6,0.07333333333333333,26.939999999999998,,,,,15.0,31.91,21.933333333333334,61.86866666666667,87.0,235.1,,,,,,,27.46666666666667,77.01733333333334,,,23746513.2,3210.6,7395.2,23.0,3104.4,0.0015400000000000001,6091.0,8.0,7.0,8.0,7.0,626.0,541.0,195.0,141.0,41.7,36.0,13.0,9.4,449.0,751.0,482.0,368.0,21.9,36.6,23.5,18.0,618.0,702.0,801.0,400.0,24.5,27.8,31.8,15.9,375.0,730.0,999.0,436.0,14.8,28.7,39.3,17.2,243.0,849.0,968.0,412.0,9.83009708737864,34.34466019417476,39.15857605177994,16.66666666666666,130.0,681.0,981.0,515.0,5.635023840485479,29.518855656697006,42.52275682704811,22.3233636757694,2.0,28.153446033810145,1.0,3.0,2.0
Siskiyou,322.2,0.084,24.85333333333333,117.33333333333334,35.42266666666667,24.2,6.865333333333334,66.86666666666666,21.602666666666668,214.9333333333333,66.05066666666667,25.0,4.05,14.666666666666666,3.466666666666667,21.733333333333334,6.760000000000001,34.33333333333333,11.016666666666667,286.0,88.56533333333333,12.0,1.5,111496391.6,44455.2,2509.6,422.0,43731.2,0.00966,6093.0,7.0,11.0,6.0,6.0,8418.0,7038.0,2450.0,1461.0,43.5,36.3,12.7,7.5,6056.0,9690.0,5579.0,3491.0,24.4,39.0,22.5,14.1,6565.0,9156.0,9161.0,4109.0,22.6,31.6,31.6,14.2,4978.0,8648.0,11611.0,5445.0,16.2,28.2,37.8,17.7,3652.0,8615.0,12504.0,7432.0,11.34055833307456,26.752165947271987,38.82868055771201,23.07859516194143,3250.0,8724.0,13316.0,6933.0,10.08596344226174,27.07382925239736,41.32451975297148,21.51568755236942,1.0,27.42699314154486,1.0,2.0,1.0
Solano,6264.0,0.7140000000000001,27.253333333333337,883.2,12.851333333333333,843.0,12.762666666666666,2952.733333333333,47.51533333333333,1105.8,17.348000000000003,1182.1333333333334,18.954,655.8666666666667,10.379333333333333,367.46666666666664,5.8053333333333335,1684.8666666666668,27.07866666666667,4473.2,71.24600000000001,105.66666666666667,1.6726666666666667,785545323.4,441462.2,1778.0,5028.6,448428.2,0.011199999999999998,6095.0,2.0,2.0,2.0,2.0,31409.0,33040.0,12007.0,7797.0,37.3,39.2,14.3,9.3,30457.0,51166.0,31930.0,18001.0,23.2,38.9,24.3,13.7,36159.0,56046.0,77483.0,39125.0,17.3,26.8,37.1,18.7,40028.0,60367.0,93378.0,52715.0,16.2,24.5,37.9,21.4,36107.0,65327.0,104664.0,65922.0,13.27365634879788,24.01551356517903,38.47658260422028,24.23424748180281,34837.0,74274.0,116367.0,86981.0,11.14930278852585,23.77079872879322,37.24232619319655,27.83757228948438,0.0,28.176816798363944,1.0,1.0,0.0
Sonoma,10229.266666666666,1.174,26.6,2099.5333333333338,19.509999999999998,1435.2666666666667,13.540666666666667,5990.466666666666,58.862,3286.2,31.79,223.53333333333336,2.1886666666666668,333.0,3.2506666666666666,396.06666666666666,3.896,3929.666666666667,38.47,6200.4,60.565999999999995,99.2,0.9613333333333334,1284979583.4,497356.2,2589.6,4480.0,492843.6,0.0091,6097.0,2.0,2.0,2.0,2.0,41844.0,40497.0,19904.0,12765.0,36.4,35.2,17.3,11.1,42193.0,64975.0,44609.0,36235.0,22.4,34.6,23.7,19.3,40368.0,62057.0,92834.0,63446.0,15.6,24.0,35.9,24.5,46237.0,62559.0,110275.0,87493.0,15.1,20.4,36.0,28.5,44101.0,66863.0,114128.0,106203.0,13.31170105193257,20.1823148553404,34.4490559773012,32.05692811542583,38619.0,65278.0,120203.0,132345.0,10.83449059462189,18.31362482290395,33.7227342226711,37.12915035980306,1.0,29.71465443476553,1.0,2.0,1.0
Stanislaus,7259.866666666667,0.8240000000000001,28.74666666666667,889.2666666666668,11.235333333333333,715.8,9.366666666666665,5130.6,71.02799999999999,1405.4,19.005333333333333,248.4666666666667,3.443333333333333,255.8,3.4899999999999998,219.6,3.0306666666666664,2949.666666666667,40.85933333333334,4245.8,58.25333333333333,64.4,0.884,1225571064.6,554419.8,2210.0,7274.4,550596.0,0.0132,6099.0,2.0,2.0,2.0,2.0,52093.0,30844.0,13461.0,8623.0,49.6,29.4,12.8,8.2,58009.0,48192.0,28492.0,17954.0,38.0,31.6,18.7,11.8,70044.0,58124.0,64822.0,28712.0,31.6,26.2,29.2,13.0,78427.0,68945.0,80027.0,37179.0,29.6,26.1,30.2,14.1,75499.0,86826.0,100656.0,51107.0,24.03753088306462,27.64384503705968,32.04706961106442,16.27155446881129,69960.0,104577.0,111856.0,62589.0,20.04687920866979,29.966301986921955,32.05208291545122,17.93473588895703,1.0,24.787467548469547,1.0,2.0,1.0
Sutter,1255.3333333333335,0.13999999999999999,27.459999999999997,210.2,15.356,128.73333333333335,9.908,731.5333333333333,58.690666666666665,360.53333333333336,28.355333333333334,33.93333333333333,2.716,77.06666666666666,6.081333333333333,52.266666666666666,4.163333333333333,427.2,34.09266666666666,804.4666666666667,64.10133333333333,23.666666666666664,1.8106666666666666,211162206.4,98268.4,2147.0,1259.8,97633.8,0.0129,6101.0,3.0,2.0,3.0,2.0,9490.0,6923.0,3434.0,2386.0,42.7,31.1,15.4,10.7,9751.0,9851.0,6239.0,4351.0,32.3,32.6,20.7,14.4,11044.0,9935.0,12745.0,6130.0,27.7,24.9,32.0,15.4,13260.0,11569.0,16740.0,7502.0,27.0,23.6,34.1,15.3,13142.0,13912.0,21393.0,10940.0,22.12942226413188,23.42600232374089,36.02303534443565,18.42154006769158,13202.0,15907.0,22792.0,12971.0,20.35084474041189,24.52059440128253,35.13380194845234,19.99475890985325,1.0,25.477247502774695,1.0,2.0,1.0
Tehama,1011.1333333333332,0.11599999999999999,26.72,217.86666666666665,20.267333333333333,90.53333333333333,8.608,480.5333333333333,47.626666666666665,471.4666666666667,46.474666666666664,15.0,1.78,19.0,1.835,34.0,3.3566666666666665,267.4666666666667,26.351333333333333,738.0,73.09666666666666,,,143842820.6,64584.8,2225.4,752.6,64836.4,0.0116,6103.0,4.0,5.0,4.0,5.0,7328.0,6037.0,2002.0,1219.0,44.2,36.4,12.1,7.3,7338.0,10088.0,4436.0,2180.0,30.5,42.0,18.5,9.1,9053.0,10288.0,9862.0,3324.0,27.8,31.6,30.3,10.2,8826.0,11167.0,12175.0,4093.0,24.3,30.8,33.6,11.3,8255.0,11827.0,16316.0,5498.0,19.703551651709,28.229425243459993,38.94405193813252,13.122971166698488,6389.0,13014.0,17864.0,7627.0,14.23130039648951,28.98828351227336,39.79150888760191,16.98890720363523,1.0,25.95380228983829,1.0,2.0,1.0
